state_abbr,county_name,Democrat,Republican,Bachelors,Earnings,White,Population,Age
IL,Christian County,0,1,0,0,1,0,0
IL,Clark County,0,1,0,0,1,0,0
IL,Clay County,0,1,0,0,1,0,0
IL,Clinton County,0,1,0,1,1,0,0
IL,Coles County,0,1,1,0,1,0,1
IL,Cook County,1,0,1,1,0,1,1
IL,Crawford County,0,1,0,0,1,0,0
IL,Cumberland County,0,1,0,0,1,0,0
IL,DeKalb County,1,0,1,0,1,0,1
IL,De Witt County,0,1,0,1,1,0,0
IL,Douglas County,0,1,0,1,1,0,0
IL,DuPage County,1,0,1,1,0,1,0
IL,Edgar County,0,1,0,0,1,0,0
IL,Edwards County,0,1,0,0,1,0,0
IL,Effingham County,0,1,0,0,1,0,0
IL,Fayette County,0,1,0,0,1,0,0
IL,Ford County,0,1,0,0,1,0,0
IL,Franklin County,0,1,0,0,1,0,0
IL,Fulton County,0,1,0,0,1,0,0
IL,Gallatin County,0,1,0,0,1,0,0
IL,Greene County,0,1,0,0,1,0,0
IL,Grundy County,0,1,0,1,1,0,1
IL,Hamilton County,0,1,0,0,1,0,0
IL,Hancock County,0,1,0,0,1,0,0
IL,Hardin County,0,1,0,0,1,0,0
IL,Henderson County,0,1,0,1,1,0,0
IL,Henry County,0,1,1,1,1,0,0
IL,Iroquois County,0,1,0,1,1,0,0
IL,Jackson County,1,0,1,0,0,0,1
IL,Jasper County,0,1,0,0,1,0,0
IL,Jefferson County,0,1,0,0,1,0,0
IL,Jersey County,0,1,0,1,1,0,0
IL,Jo Daviess County,0,1,1,0,1,0,0
IL,Johnson County,0,1,0,0,1,0,0
IL,Kane County,1,0,1,1,0,1,1
IL,Kankakee County,0,1,0,1,0,0,1
IL,Kendall County,0,1,1,1,0,0,1
IL,Knox County,0,1,0,0,1,0,0
IL,Lake County,1,0,1,1,0,1,1
IL,LaSalle County,0,1,0,1,1,0,0
IL,Lawrence County,0,1,0,0,1,0,0
IL,Lee County,0,1,0,1,1,0,0
IL,Livingston County,0,1,0,1,1,0,0
IL,Logan County,0,1,0,0,1,0,0
IL,McDonough County,0,1,1,0,1,0,1
IL,McHenry County,0,1,1,1,1,1,0
IL,McLean County,0,1,1,0,1,0,1
IL,Macon County,0,1,1,1,0,0,0
IL,Macoupin County,0,1,0,1,1,0,0
IL,Madison County,0,1,1,1,1,1,0
IL,Marion County,0,1,0,0,1,0,0
IL,Marshall County,0,1,0,0,1,0,0
IL,Mason County,0,1,0,1,1,0,0
IL,Massac County,0,1,0,0,1,0,0
IL,Menard County,0,1,1,1,1,0,0
IL,Mercer County,0,1,0,1,1,0,0
IL,Monroe County,0,1,1,1,1,0,0
IL,Montgomery County,0,1,0,0,1,0,0
IL,Morgan County,0,1,1,0,1,0,0
IL,Moultrie County,0,1,0,1,1,0,0
IL,Ogle County,0,1,0,1,1,0,0
IL,Peoria County,1,0,1,1,0,0,1
IL,Perry County,0,1,0,0,1,0,0
IL,Piatt County,0,1,1,1,1,0,0
IL,Pike County,0,1,0,0,1,0,0
IL,Pope County,0,1,0,0,1,0,0
IL,Pulaski County,0,1,0,0,0,0,0
IL,Putnam County,0,1,0,1,1,0,0
IL,Randolph County,0,1,0,0,1,0,0
IL,Richland County,0,1,0,0,1,0,0
IL,Rock Island County,1,0,1,0,0,0,0
IL,St. Clair County,1,0,1,1,0,1,1
IL,Saline County,0,1,0,0,1,0,0
IL,Sangamon County,0,1,1,1,1,0,0
IL,Schuyler County,0,1,0,0,1,0,0
IL,Scott County,0,1,0,1,1,0,0
IL,Shelby County,0,1,0,1,1,0,0
IL,Stark County,0,1,0,1,1,0,0
IL,Stephenson County,0,1,0,0,1,0,0
IL,Tazewell County,0,1,1,1,1,0,0
IL,Union County,0,1,0,1,1,0,0
IL,Vermilion County,0,1,0,0,1,0,0
IL,Wabash County,0,1,0,0,1,0,0
IL,Warren County,0,1,0,0,1,0,0
IL,Washington County,0,1,0,1,1,0,0
IL,Wayne County,0,1,0,0,1,0,0
IL,White County,0,1,0,0,1,0,0
IL,Whiteside County,0,1,0,0,1,0,0
IL,Will County,1,0,1,1,0,1,1
IL,Williamson County,0,1,1,0,1,0,0
IL,Winnebago County,0,1,1,1,0,1,0
IL,Woodford County,0,1,1,1,1,0,0
IN,Adams County,0,1,0,0,1,0,1
IN,Allen County,0,1,1,1,0,1,1
IN,Bartholomew County,0,1,1,1,1,0,0
IN,Benton County,0,1,0,0,1,0,0
IN,Blackford County,0,1,0,1,1,0,0
IN,Boone County,0,1,1,1,1,0,0
IN,Brown County,0,1,1,0,1,0,0
IN,Carroll County,0,1,0,1,1,0,0
IN,Cass County,0,1,0,0,1,0,0
IN,Clark County,0,1,0,1,1,0,0
IN,Clay County,0,1,0,1,1,0,0
IN,Clinton County,0,1,0,0,1,0,0
IN,Crawford County,0,1,0,0,1,0,0
IN,Daviess County,0,1,0,0,1,0,1
IN,Dearborn County,0,1,0,1,1,0,0
IN,Decatur County,0,1,0,1,1,0,0
IN,DeKalb County,0,1,0,1,1,0,0
IN,Delaware County,0,1,1,0,1,0,1
IN,Dubois County,0,1,1,1,1,0,0
IN,Elkhart County,0,1,0,0,0,0,1
IN,Fayette County,0,1,0,0,1,0,0
IN,Floyd County,0,1,1,1,1,0,0
IN,Fountain County,0,1,0,1,1,0,0
IN,Franklin County,0,1,0,1,1,0,0
IN,Fulton County,0,1,0,0,1,0,0
IN,Gibson County,0,1,0,1,1,0,0
IN,Grant County,0,1,0,0,1,0,0
IN,Greene County,0,1,0,0,1,0,0
IN,Hamilton County,0,1,1,1,1,1,1
IN,Hancock County,0,1,1,1,1,0,0
IN,Harrison County,0,1,0,1,1,0,0
IN,Hendricks County,0,1,1,1,1,0,1
IN,Henry County,0,1,0,1,1,0,0
IN,Howard County,0,1,0,0,1,0,0
IN,Huntington County,0,1,0,0,1,0,0
IN,Jackson County,0,1,0,0,1,0,0
IN,Jasper County,0,1,0,1,1,0,0
IN,Jay County,0,1,0,0,1,0,0
IN,Jefferson County,0,1,0,0,1,0,0
IN,Jennings County,0,1,0,0,1,0,0
IN,Johnson County,0,1,1,1,1,0,1
IN,Knox County,0,1,0,0,1,0,0
IN,Kosciusko County,0,1,1,1,1,0,0
IN,LaGrange County,0,1,0,1,1,0,1
IN,Lake County,1,0,0,1,0,1,1
IN,LaPorte County,0,1,0,1,1,0,0
IN,Lawrence County,0,1,0,0,1,0,0
IN,Madison County,0,1,0,0,1,0,0
IN,Marion County,1,0,1,1,0,1,1
IN,Marshall County,0,1,0,1,1,0,0
IN,Martin County,0,1,0,0,1,0,0
IN,Miami County,0,1,0,0,1,0,0
IN,Monroe County,1,0,1,0,1,0,1
IN,Montgomery County,0,1,0,0,1,0,0
IN,Morgan County,0,1,0,1,1,0,0
IN,Newton County,0,1,0,0,1,0,0
IN,Noble County,0,1,0,1,1,0,1
IN,Ohio County,0,1,0,1,1,0,0
IN,Orange County,0,1,0,0,1,0,0
IN,Owen County,0,1,0,0,1,0,0
IN,Parke County,0,1,0,0,1,0,0
IN,Perry County,0,1,0,0,1,0,0
IN,Pike County,0,1,0,1,1,0,0
IN,Porter County,0,1,1,1,1,0,0
IN,Posey County,0,1,0,1,1,0,0
IN,Pulaski County,0,1,0,0,1,0,0
IN,Putnam County,0,1,0,0,1,0,0
IN,Randolph County,0,1,0,0,1,0,0
IN,Ripley County,0,1,0,1,1,0,0
IN,Rush County,0,1,0,1,1,0,0
IN,St. Joseph County,1,0,1,0,0,1,1
IN,Scott County,0,1,0,0,1,0,0
IN,Shelby County,0,1,0,1,1,0,0
IN,Spencer County,0,1,0,1,1,0,0
IN,Starke County,0,1,0,0,1,0,0
IN,Steuben County,0,1,0,0,1,0,0
IN,Sullivan County,0,1,0,0,1,0,0
IN,Switzerland County,0,1,0,1,1,0,0
IN,Tippecanoe County,0,1,1,0,1,0,1
IN,Tipton County,0,1,0,0,1,0,0
IN,Union County,0,1,0,1,1,0,0
IN,Vanderburgh County,0,1,1,0,1,0,0
IN,Vermillion County,0,1,0,0,1,0,0
IN,Vigo County,0,1,1,0,1,0,1
IN,Wabash County,0,1,0,0,1,0,0
IN,Warren County,0,1,0,1,1,0,0
IN,Warrick County,0,1,1,1,1,0,0
IN,Washington County,0,1,0,0,1,0,0
IN,Wayne County,0,1,0,0,1,0,0
IN,Wells County,0,1,0,1,1,0,0
IN,White County,0,1,0,0,1,0,0
IN,Whitley County,0,1,0,1,1,0,0
IA,Adair County,0,1,0,1,1,0,0
IA,Adams County,0,1,0,0,1,0,0
IA,Allamakee County,0,1,0,0,1,0,0
IA,Appanoose County,0,1,0,0,1,0,0
IA,Audubon County,0,1,0,0,1,0,0
IA,Benton County,0,1,0,1,1,0,0
IA,Black Hawk County,1,0,1,0,1,0,1
IA,Boone County,0,1,0,1,1,0,0
IA,Bremer County,0,1,1,1,1,0,0
IA,Buchanan County,0,1,0,1,1,0,0
IA,Buena Vista County,0,1,1,0,0,0,1
IA,Butler County,0,1,0,1,1,0,0
IA,Calhoun County,0,1,0,0,1,0,0
IA,Carroll County,0,1,0,1,1,0,0
IA,Cass County,0,1,0,0,1,0,0
IA,Cedar County,0,1,0,1,1,0,0
IA,Cerro Gordo County,0,1,1,0,1,0,0
IA,Cherokee County,0,1,0,1,1,0,0
IA,Chickasaw County,0,1,0,0,1,0,0
IA,Clarke County,0,1,0,0,1,0,0
IA,Clay County,0,1,0,0,1,0,0
IA,Clayton County,0,1,0,0,1,0,0
IA,Clinton County,0,1,0,0,1,0,0
IA,Crawford County,0,1,0,0,0,0,0
IA,Dallas County,0,1,1,1,1,0,1
IA,Davis County,0,1,0,0,1,0,0
IA,Decatur County,0,1,0,0,1,0,0
IA,Delaware County,0,1,0,1,1,0,0
IA,Des Moines County,0,1,0,0,1,0,0
IA,Dickinson County,0,1,1,1,1,0,0
IA,Dubuque County,0,1,1,0,1,0,0
IA,Emmet County,0,1,0,0,1,0,0
IA,Fayette County,0,1,0,0,1,0,0
IA,Floyd County,0,1,0,0,1,0,0
IA,Franklin County,0,1,0,0,1,0,0
IA,Fremont County,0,1,0,1,1,0,0
IA,Greene County,0,1,0,0,1,0,0
IA,Grundy County,0,1,1,1,1,0,0
IA,Guthrie County,0,1,0,1,1,0,0
IA,Hamilton County,0,1,0,1,1,0,0
IA,Hancock County,0,1,0,0,1,0,0
IA,Hardin County,0,1,1,0,1,0,0
IA,Harrison County,0,1,0,1,1,0,0
IA,Henry County,0,1,0,0,1,0,0
IA,Howard County,0,1,0,0,1,0,0
IA,Humboldt County,0,1,0,0,1,0,0
IA,Ida County,0,1,0,0,1,0,0
IA,Iowa County,0,1,0,1,1,0,0
IA,Jackson County,0,1,0,0,1,0,0
IA,Jasper County,0,1,0,1,1,0,0
IA,Jefferson County,0,1,1,0,1,0,0
IA,Johnson County,1,0,1,0,1,0,1
IA,Jones County,0,1,0,0,1,0,0
IA,Keokuk County,0,1,0,0,1,0,0
IA,Kossuth County,0,1,0,1,1,0,0
IA,Lee County,0,1,0,0,1,0,0
IA,Linn County,1,0,1,1,1,0,1
IA,Louisa County,0,1,0,0,1,0,0
IA,Lucas County,0,1,0,0,1,0,0
IA,Lyon County,0,1,0,0,1,0,0
IA,Madison County,0,1,0,1,1,0,0
IA,Mahaska County,0,1,0,0,1,0,0
IA,Marion County,0,1,1,1,1,0,0
IA,Marshall County,0,1,0,1,1,0,0
IA,Mills County,0,1,1,1,1,0,0
IA,Mitchell County,0,1,0,0,1,0,0
IA,Monona County,0,1,0,0,1,0,0
IA,Monroe County,0,1,0,0,1,0,0
IA,Montgomery County,0,1,0,0,1,0,0
IA,Muscatine County,0,1,0,1,1,0,0
IA,O'Brien County,0,1,0,0,1,0,0
IA,Osceola County,0,1,0,0,1,0,0
IA,Page County,0,1,0,0,1,0,0
IA,Palo Alto County,0,1,0,0,1,0,0
IA,Plymouth County,0,1,0,1,1,0,0
IA,Pocahontas County,0,1,0,0,1,0,0
IA,Polk County,1,0,1,1,1,1,1
IA,Pottawattamie County,0,1,0,1,1,0,0
IA,Poweshiek County,0,1,1,0,1,0,0
IA,Ringgold County,0,1,1,0,1,0,0
IA,Sac County,0,1,0,0,1,0,0
IA,Scott County,1,0,1,1,1,0,0
IA,Shelby County,0,1,0,0,1,0,0
IA,Sioux County,0,1,1,0,1,0,1
IA,Story County,1,0,1,0,1,0,1
IA,Tama County,0,1,0,1,1,0,0
IA,Taylor County,0,1,0,0,1,0,0
IA,Union County,0,1,0,0,1,0,0
IA,Van Buren County,0,1,0,0,1,0,0
IA,Wapello County,0,1,0,0,1,0,0
IA,Warren County,0,1,1,1,1,0,0
IA,Washington County,0,1,0,1,1,0,0
IA,Wayne County,0,1,0,0,1,0,0
IA,Webster County,0,1,0,0,1,0,0
IA,Winnebago County,0,1,0,0,1,0,0
IA,Winneshiek County,0,1,1,0,1,0,0
IA,Woodbury County,0,1,1,0,0,0,1
IA,Worth County,0,1,0,1,1,0,0
IA,Wright County,0,1,0,0,1,0,0
KS,Allen County,0,1,0,0,1,0,0
KS,Anderson County,0,1,0,0,1,0,0
KS,Atchison County,0,1,1,0,1,0,1
KS,Barber County,0,1,0,0,1,0,0
KS,Barton County,0,1,1,0,1,0,0
KS,Bourbon County,0,1,1,0,1,0,0
KS,Brown County,0,1,0,0,1,0,0
KS,Butler County,0,1,1,1,1,0,0
KS,Chase County,0,1,0,0,1,0,0
KS,Chautauqua County,0,1,0,0,1,0,0
KS,Cherokee County,0,1,0,0,1,0,0
KS,Cheyenne County,0,1,0,0,1,0,0
KS,Clark County,0,1,0,0,1,0,0
KS,Clay County,0,1,0,0,1,0,0
KS,Cloud County,0,1,0,0,1,0,0
KS,Coffey County,0,1,0,0,1,0,0
KS,Comanche County,0,1,0,0,1,0,0
KS,Cowley County,0,1,0,0,1,0,0
KS,Crawford County,0,1,1,0,1,0,1
KS,Decatur County,0,1,0,0,1,0,0
KS,Dickinson County,0,1,0,0,1,0,0
KS,Doniphan County,0,1,0,0,1,0,0
KS,Douglas County,1,0,1,0,1,0,1
KS,Edwards County,0,1,1,0,1,0,0
KS,Elk County,0,1,0,0,1,0,0
KS,Ellis County,0,1,1,0,1,0,1
KS,Ellsworth County,0,1,0,0,1,0,0
KS,Finney County,0,1,0,0,0,0,1
KS,Ford County,0,1,0,0,0,0,1
KS,Franklin County,0,1,0,1,1,0,0
KS,Geary County,0,1,0,0,0,0,1
KS,Gove County,0,1,0,0,1,0,0
KS,Graham County,0,1,1,0,1,0,0
KS,Grant County,0,1,0,1,0,0,1
KS,Gray County,0,1,0,0,1,0,1
KS,Greeley County,0,1,1,1,1,0,0
KS,Greenwood County,0,1,0,0,1,0,0
KS,Hamilton County,0,1,0,0,0,0,1
KS,Harper County,0,1,0,0,1,0,0
KS,Harvey County,0,1,1,0,1,0,0
KS,Haskell County,0,1,0,0,0,0,1
KS,Hodgeman County,0,1,1,1,1,0,0
KS,Jackson County,0,1,0,1,1,0,0
KS,Jefferson County,0,1,1,1,1,0,0
KS,Jewell County,0,1,0,0,1,0,0
KS,Johnson County,0,1,1,1,1,1,1
KS,Kearny County,0,1,0,1,0,0,1
KS,Kingman County,0,1,1,1,1,0,0
KS,Kiowa County,0,1,1,0,1,0,0
KS,Labette County,0,1,0,0,1,0,0
KS,Lane County,0,1,1,1,1,0,0
KS,Leavenworth County,0,1,1,1,1,0,0
KS,Lincoln County,0,1,0,0,1,0,0
KS,Linn County,0,1,0,0,1,0,0
KS,Logan County,0,1,0,0,1,0,0
KS,Lyon County,0,1,1,0,0,0,1
KS,McPherson County,0,1,1,0,1,0,0
KS,Marion County,0,1,0,0,1,0,0
KS,Marshall County,0,1,0,0,1,0,0
KS,Meade County,0,1,1,0,1,0,0
KS,Miami County,0,1,1,1,1,0,0
KS,Mitchell County,0,1,1,0,1,0,0
KS,Montgomery County,0,1,0,0,1,0,0
KS,Morris County,0,1,0,0,1,0,0
KS,Morton County,0,1,0,0,0,0,0
KS,Nemaha County,0,1,0,1,1,0,0
KS,Neosho County,0,1,0,0,1,0,0
KS,Ness County,0,1,0,0,1,0,0
KS,Norton County,0,1,0,0,1,0,0
KS,Osage County,0,1,0,1,1,0,0
KS,Osborne County,0,1,0,0,1,0,0
KS,Ottawa County,0,1,0,0,1,0,0
KS,Pawnee County,0,1,0,0,1,0,0
KS,Phillips County,0,1,0,0,1,0,0
KS,Pottawatomie County,0,1,1,1,1,0,1
KS,Pratt County,0,1,1,0,1,0,0
KS,Rawlins County,0,1,0,0,1,0,0
KS,Reno County,0,1,0,0,1,0,0
KS,Republic County,0,1,0,0,1,0,0
KS,Rice County,0,1,1,0,1,0,0
KS,Riley County,0,1,1,0,1,0,1
KS,Rooks County,0,1,1,0,1,0,0
KS,Rush County,0,1,0,0,1,0,0
KS,Russell County,0,1,1,0,1,0,0
KS,Saline County,0,1,1,0,1,0,0
KS,Scott County,0,1,1,1,1,0,0
KS,Sedgwick County,0,1,1,1,0,1,1
KS,Seward County,0,1,0,0,0,0,1
KS,Shawnee County,0,1,1,1,0,0,0
KS,Sheridan County,0,1,1,0,1,0,0
KS,Sherman County,0,1,0,0,1,0,0
KS,Smith County,0,1,0,0,1,0,0
KS,Stafford County,0,1,1,0,1,0,0
KS,Stanton County,0,1,0,0,0,0,0
KS,Stevens County,0,1,0,1,0,0,1
KS,Sumner County,0,1,0,0,1,0,0
KS,Thomas County,0,1,1,0,1,0,0
KS,Trego County,0,1,1,0,1,0,0
KS,Wabaunsee County,0,1,1,1,1,0,0
KS,Wallace County,0,1,1,0,1,0,0
KS,Washington County,0,1,0,0,1,0,0
KS,Wichita County,0,1,0,0,0,0,0
KS,Wilson County,0,1,0,0,1,0,0
KS,Woodson County,0,1,0,0,1,0,0
KS,Wyandotte County,1,0,0,0,0,0,1
KY,Adair County,0,1,0,0,1,0,0
KY,Allen County,0,1,0,0,1,0,0
KY,Anderson County,0,1,0,1,1,0,0
KY,Ballard County,0,1,0,0,1,0,0
KY,Barren County,0,1,0,0,1,0,0
KY,Bath County,0,1,0,0,1,0,0
KY,Bell County,0,1,0,0,1,0,0
KY,Boone County,0,1,1,1,1,0,1
KY,Bourbon County,0,1,0,0,1,0,0
KY,Boyd County,0,1,0,0,1,0,0
KY,Boyle County,0,1,1,0,1,0,0
KY,Bracken County,0,1,0,0,1,0,0
KY,Breathitt County,0,1,0,0,1,0,0
KY,Breckinridge County,0,1,0,0,1,0,0
KY,Bullitt County,0,1,0,1,1,0,0
KY,Butler County,0,1,0,0,1,0,0
KY,Caldwell County,0,1,0,0,1,0,0
KY,Calloway County,0,1,1,0,1,0,1
KY,Campbell County,0,1,1,1,1,0,0
KY,Carlisle County,0,1,0,0,1,0,0
KY,Carroll County,0,1,0,0,1,0,0
KY,Carter County,0,1,0,0,1,0,0
KY,Casey County,0,1,0,0,1,0,0
KY,Christian County,0,1,0,0,0,0,1
KY,Clark County,0,1,0,1,1,0,0
KY,Clay County,0,1,0,0,1,0,0
KY,Clinton County,0,1,0,0,1,0,0
KY,Crittenden County,0,1,0,0,1,0,0
KY,Cumberland County,0,1,0,0,1,0,0
KY,Daviess County,0,1,0,0,1,0,0
KY,Edmonson County,0,1,0,0,1,0,0
KY,Elliott County,0,1,0,0,1,0,0
KY,Estill County,0,1,0,0,1,0,0
KY,Fayette County,1,0,1,0,0,1,1
KY,Fleming County,0,1,0,0,1,0,0
KY,Floyd County,0,1,0,0,1,0,0
KY,Franklin County,0,1,1,1,1,0,0
KY,Fulton County,0,1,0,0,0,0,0
KY,Gallatin County,0,1,0,1,1,0,0
KY,Garrard County,0,1,0,0,1,0,0
KY,Grant County,0,1,0,0,1,0,1
KY,Graves County,0,1,0,0,1,0,0
KY,Grayson County,0,1,0,0,1,0,0
KY,Green County,0,1,0,0,1,0,0
KY,Greenup County,0,1,0,0,1,0,0
KY,Hancock County,0,1,0,0,1,0,0
KY,Hardin County,0,1,0,1,0,0,1
KY,Harlan County,0,1,0,0,1,0,0
KY,Harrison County,0,1,0,0,1,0,0
KY,Hart County,0,1,0,0,1,0,0
KY,Henderson County,0,1,0,0,1,0,0
KY,Henry County,0,1,0,0,1,0,0
KY,Hickman County,0,1,0,0,1,0,0
KY,Hopkins County,0,1,0,0,1,0,0
KY,Jackson County,0,1,0,0,1,0,0
KY,Jefferson County,1,0,1,1,0,1,0
KY,Jessamine County,0,1,1,0,1,0,1
KY,Johnson County,0,1,0,0,1,0,0
KY,Kenton County,0,1,1,1,1,0,1
KY,Knott County,0,1,0,0,1,0,0
KY,Knox County,0,1,0,0,1,0,0
KY,Larue County,0,1,0,0,1,0,0
KY,Laurel County,0,1,0,0,1,0,0
KY,Lawrence County,0,1,0,0,1,0,0
KY,Lee County,0,1,0,0,1,0,0
KY,Leslie County,0,1,0,0,1,0,0
KY,Letcher County,0,1,0,0,1,0,0
KY,Lewis County,0,1,0,0,1,0,0
KY,Lincoln County,0,1,0,0,1,0,0
KY,Livingston County,0,1,0,0,1,0,0
KY,Logan County,0,1,0,0,1,0,0
KY,Lyon County,0,1,0,0,1,0,0
KY,McCracken County,0,1,1,0,1,0,0
KY,McCreary County,0,1,0,0,1,0,1
KY,McLean County,0,1,0,1,1,0,0
KY,Madison County,0,1,1,0,1,0,1
KY,Magoffin County,0,1,0,0,1,0,0
KY,Marion County,0,1,0,0,1,0,0
KY,Marshall County,0,1,0,0,1,0,0
KY,Martin County,0,1,0,0,1,0,1
KY,Mason County,0,1,0,0,1,0,0
KY,Meade County,0,1,0,0,1,0,1
KY,Menifee County,0,1,0,0,1,0,0
KY,Mercer County,0,1,0,1,1,0,0
KY,Metcalfe County,0,1,0,0,1,0,0
KY,Monroe County,0,1,0,0,1,0,0
KY,Montgomery County,0,1,0,0,1,0,0
KY,Morgan County,0,1,0,0,1,0,0
KY,Muhlenberg County,0,1,0,0,1,0,0
KY,Nelson County,0,1,0,1,1,0,1
KY,Nicholas County,0,1,0,0,1,0,0
KY,Ohio County,0,1,0,0,1,0,0
KY,Oldham County,0,1,1,1,1,0,0
KY,Owen County,0,1,0,1,1,0,0
KY,Owsley County,0,1,0,0,1,0,0
KY,Pendleton County,0,1,0,0,1,0,0
KY,Perry County,0,1,0,0,1,0,0
KY,Pike County,0,1,0,0,1,0,0
KY,Powell County,0,1,0,0,1,0,0
KY,Pulaski County,0,1,0,0,1,0,0
KY,Robertson County,0,1,0,0,1,0,0
KY,Rockcastle County,0,1,0,0,1,0,0
KY,Rowan County,0,1,1,0,1,0,1
KY,Russell County,0,1,0,0,1,0,0
KY,Scott County,0,1,1,1,1,0,1
KY,Shelby County,0,1,1,1,1,0,0
KY,Simpson County,0,1,0,0,1,0,0
KY,Spencer County,0,1,0,1,1,0,0
KY,Taylor County,0,1,0,0,1,0,0
KY,Todd County,0,1,0,0,1,0,1
KY,Trigg County,0,1,0,0,1,0,0
KY,Trimble County,0,1,0,1,1,0,0
KY,Union County,0,1,0,0,1,0,0
KY,Warren County,0,1,1,0,1,0,1
KY,Washington County,0,1,0,0,1,0,0
KY,Wayne County,0,1,0,0,1,0,0
KY,Webster County,0,1,0,0,1,0,0
KY,Whitley County,0,1,0,0,1,0,0
KY,Wolfe County,0,1,0,0,1,0,0
KY,Woodford County,0,1,1,1,1,0,0
LA,Acadia Parish,0,1,0,0,0,0,1
LA,Allen Parish,0,1,0,0,0,0,0
LA,Ascension Parish,0,1,1,1,0,0,1
LA,Assumption Parish,0,1,0,1,0,0,0
LA,Avoyelles Parish,0,1,0,0,0,0,0
LA,Beauregard Parish,0,1,0,1,1,0,1
LA,Bienville Parish,0,1,0,0,0,0,0
LA,Bossier Parish,0,1,1,1,0,0,1
LA,Caddo Parish,1,0,1,0,0,1,1
LA,Calcasieu Parish,0,1,0,0,0,0,1
LA,Caldwell Parish,0,1,0,0,0,0,0
LA,Cameron Parish,0,1,0,1,1,0,0
LA,Catahoula Parish,0,1,0,0,0,0,0
LA,Claiborne Parish,0,1,0,0,0,0,0
LA,Concordia Parish,0,1,0,0,0,0,0
LA,De Soto Parish,0,1,0,0,0,0,0
LA,East Baton Rouge Parish,1,0,1,0,0,1,1
LA,East Carroll Parish,1,0,0,0,0,0,1
LA,East Feliciana Parish,0,1,0,0,0,0,0
LA,Evangeline Parish,0,1,0,0,0,0,1
LA,Franklin Parish,0,1,0,0,0,0,0
LA,Grant Parish,0,1,0,0,1,0,1
LA,Iberia Parish,0,1,0,0,0,0,1
LA,Iberville Parish,1,0,0,0,0,0,0
LA,Jackson Parish,0,1,0,0,0,0,0
LA,Jefferson Parish,0,1,1,1,0,1,0
LA,Jefferson Davis Parish,0,1,0,0,0,0,0
LA,Lafayette Parish,0,1,1,1,0,0,1
LA,Lafourche Parish,0,1,0,1,0,0,1
LA,La Salle Parish,0,1,0,0,1,0,0
LA,Lincoln Parish,0,1,1,0,0,0,1
LA,Livingston Parish,0,1,0,1,1,0,1
LA,Madison Parish,1,0,0,0,0,0,1
LA,Morehouse Parish,0,1,0,0,0,0,0
LA,Natchitoches Parish,0,1,1,0,0,0,1
LA,Orleans Parish,1,0,1,0,0,1,1
LA,Ouachita Parish,0,1,1,0,0,0,1
LA,Plaquemines Parish,0,1,0,1,0,0,1
LA,Pointe Coupee Parish,0,1,0,0,0,0,0
LA,Rapides Parish,0,1,0,0,0,0,0
LA,Red River Parish,0,1,0,0,0,0,0
LA,Richland Parish,0,1,0,0,0,0,0
LA,Sabine Parish,0,1,0,0,0,0,0
LA,St. Bernard Parish,0,1,0,0,0,0,1
LA,St. Charles Parish,0,1,0,1,0,0,1
LA,St. Helena Parish,1,0,0,0,0,0,0
LA,St. James Parish,1,0,0,1,0,0,0
LA,St. John the Baptist Parish,1,0,0,0,0,0,1
LA,St. Landry Parish,0,1,0,0,0,0,1
LA,St. Martin Parish,0,1,0,0,0,0,1
LA,St. Mary Parish,0,1,0,0,0,0,0
LA,St. Tammany Parish,0,1,1,1,1,1,0
LA,Tangipahoa Parish,0,1,0,0,0,0,1
LA,Tensas Parish,1,0,0,0,0,0,0
LA,Terrebonne Parish,0,1,0,1,0,0,1
LA,Union Parish,0,1,0,0,0,0,0
LA,Vermilion Parish,0,1,0,0,0,0,1
LA,Vernon Parish,0,1,0,0,0,0,1
LA,Washington Parish,0,1,0,0,0,0,0
LA,Webster Parish,0,1,0,0,0,0,0
LA,West Baton Rouge Parish,0,1,0,1,0,0,1
LA,West Carroll Parish,0,1,0,0,0,0,0
LA,West Feliciana Parish,0,1,0,0,0,0,0
LA,Winn Parish,0,1,0,0,0,0,0
ME,Androscoggin County,0,1,0,0,1,0,0
ME,Aroostook County,0,1,0,0,1,0,0
ME,Cumberland County,1,0,1,1,1,1,0
ME,Franklin County,0,1,1,0,1,0,0
ME,Hancock County,1,0,1,0,1,0,0
ME,Kennebec County,0,1,1,1,1,0,0
ME,Knox County,1,0,1,0,1,0,0
ME,Lincoln County,1,0,1,0,1,0,0
ME,Oxford County,0,1,0,0,1,0,0
ME,Penobscot County,0,1,1,0,1,0,0
ME,Piscataquis County,0,1,0,0,1,0,0
ME,Sagadahoc County,1,0,1,1,1,0,0
ME,Somerset County,0,1,0,0,1,0,0
ME,Waldo County,1,0,1,0,1,0,0
ME,Washington County,0,1,0,0,1,0,0
ME,York County,1,0,1,1,1,0,0
MD,Allegany County,0,1,0,0,1,0,0
MD,Anne Arundel County,1,0,1,1,0,1,0
MD,Baltimore County,1,0,1,1,0,1,0
MD,Calvert County,0,1,1,1,0,0,0
MD,Caroline County,0,1,0,1,0,0,0
MD,Carroll County,0,1,1,1,1,0,0
MD,Cecil County,0,1,1,1,1,0,0
MD,Charles County,1,0,1,1,0,0,1
MD,Dorchester County,0,1,0,1,0,0,0
MD,Frederick County,0,1,1,1,0,1,0
MD,Garrett County,0,1,0,0,1,0,0
MD,Harford County,0,1,1,1,1,1,0
