congress,chamber,bioguide,firstname,middlename,lastname,suffix,birthday,state,party,incumbent,termstart,age
84,senate,P000460,Charles,Edward,Potter,,10/30/1916,MI,R,Yes,1/5/1955,38.2
84,senate,K000107,John,Fitzgerald,Kennedy,,5/29/1917,MA,D,Yes,1/5/1955,37.6
84,senate,L000428,Russell,Billiu,Long,,11/3/1918,LA,D,Yes,1/5/1955,36.2
85,house,S000717,Brent,,Spence,,1874-12-24,KY,D,Yes,1/3/1957,82
85,house,B000698,James,Bernard,Bowler,,1875-02-05,IL,D,Yes,1/3/1957,81.9
85,house,H000683,Clare,Eugene,Hoffman,,1875-09-10,MI,R,Yes,1/3/1957,81.3
85,house,R000113,Daniel,Alden,Reed,,1875-09-15,NY,R,Yes,1/3/1957,81.3
85,house,N000017,William,Elmer,Neal,,1875-10-14,WV,R,No,1/3/1957,81.2
85,house,O000016,Thomas,Joseph,O'Brien,,1878-04-30,IL,D,Yes,1/3/1957,78.7
85,house,B001079,Usher,Lloyd,Burdick,,1879-02-21,ND,R,Yes,1/3/1957,77.9
85,house,C000117,Clarence,Andrew,Cannon,,1879-04-11,MO,D,Yes,1/3/1957,77.7
85,house,D000228,John,Joseph,Dempsey,,1879-06-22,NM,D,Yes,1/3/1957,77.5
85,house,B000940,Paul,,Brown,,1880-03-31,GA,D,Yes,1/3/1957,76.8
85,house,T000001,John,,Taber,,1880-05-05,NY,R,Yes,1/3/1957,76.7
85,house,W000683,Charles,Anderson,Wolverton,,1880-10-24,NJ,R,Yes,1/3/1957,76.2
85,house,J000088,Thomas,Albert,Jenkins,,1880-10-28,OH,R,Yes,1/3/1957,76.2
85,house,V000125,Charles,Wesley,Vursell,,1881-02-08,IL,R,Yes,1/3/1957,75.9
85,house,R000392,Edith,Nourse,Rogers,,1881-03-19,MA,R,Yes,1/3/1957,75.8
85,house,R000082,Samuel,Taliaferro,Rayburn,,1882-01-06,TX,D,Yes,1/3/1957,75
85,house,O000053,Barratt,,O'Hara,,1882-04-28,IL,D,Yes,1/3/1957,74.7
85,house,M000224,Noah,Morgan,Mason,,1882-07-19,IL,R,Yes,1/3/1957,74.5
85,house,S000554,Howard,Worth,Smith,,1883-02-02,VA,D,Yes,1/3/1957,73.9
85,house,K000058,Augustine,Bernard,Kelley,,1883-07-09,PA,D,Yes,1/3/1957,73.5
85,house,L000416,George,Shannon,Long,,1883-09-11,LA,D,Yes,1/3/1957,73.3
85,house,V000105,Carl,,Vinson,,1883-11-18,GA,D,Yes,1/3/1957,73.1
85,house,G000541,Ralph,Waldo,Gwinn,,1884-03-29,NY,R,Yes,1/3/1957,72.8
85,house,W000549,William,Robert,Williams,,1884-08-11,NY,R,Yes,1/3/1957,72.4
85,house,M000191,Joseph,William,Martin,Jr.,1884-11-03,MA,R,Yes,1/3/1957,72.2
85,house,S000335,Harry,Richard,Sheppard,,1885-01-10,CA,D,Yes,1/3/1957,72
85,house,A000227,James,Coats,Auchincloss,,1885-01-19,NJ,R,Yes,1/3/1957,72
85,house,B000725,Frank,William,Boykin,,1885-02-21,AL,D,Yes,1/3/1957,71.9
85,house,B000607,Frances,Payne,Bolton,,1885-03-29,OH,R,Yes,1/3/1957,71.8
85,house,J000045,Benjamin,Franklin,James,,1885-08-01,PA,R,Yes,1/3/1957,71.4
85,house,C000515,Cliff,,Clevenger,,1885-08-20,OH,R,Yes,1/3/1957,71.4
85,house,M000609,William,Estus,McVey,,1885-12-13,IL,R,Yes,1/3/1957,71.1
85,house,H000613,William,Silas,Hill,,1886-01-20,CO,R,Yes,1/3/1957,71
85,house,D000158,William,Levi,Dawson,,1886-04-26,IL,D,Yes,1/3/1957,70.7
85,house,R000132,Edward,Herbert,Rees,,1886-06-03,KS,R,Yes,1/3/1957,70.6
85,house,B000035,Cleveland,Monroe,Bailey,,1886-07-15,WV,D,Yes,1/3/1957,70.5
85,house,R000077,John,Henry,Ray,,1886-09-27,NY,R,Yes,1/3/1957,70.3
85,house,K000244,Michael,Joseph,Kirwan,,1886-12-02,OH,D,Yes,1/3/1957,70.1
85,house,R000001,Louis,Charles,Rabaut,,1886-12-05,MI,D,Yes,1/3/1957,70.1
85,house,L000157,Karl,Miles,Le Compte,,1887-05-25,IA,R,Yes,1/3/1957,69.6
85,house,D000481,Clyde,Gilman,Doyle,,1887-07-11,CA,D,Yes,1/3/1957,69.5
85,house,W000446,Roy,William,Wier,,1888-02-25,MN,D,Yes,1/3/1957,68.9
85,house,C000264,Emanuel,,Celler,,1888-05-06,NY,D,Yes,1/3/1957,68.7
85,house,N000097,Donald,William,Nicholson,,1888-08-11,MA,R,Yes,1/3/1957,68.4
85,house,S000819,Simon,Walter,Stauffer,,1888-08-13,PA,R,No,1/3/1957,68.4
85,house,L000077,Henderson,Lovelace,Lanham,,1888-09-14,GA,D,Yes,1/3/1957,68.3
85,house,S000198,Hubert,Baxter,Scudder,,1888-11-05,CA,R,Yes,1/3/1957,68.2
85,house,H000568,Edgar,Willard,Hiestand,,1888-12-03,CA,R,Yes,1/3/1957,68.1
85,house,C000383,George,Henry,Christopher,,1888-12-09,MO,D,Yes,1/3/1957,68.1
85,house,K000030,Bernard,William,Kearney,,1889-05-23,NY,R,Yes,1/3/1957,67.6
85,house,F000075,Ivor,David,Fenton,,1889-08-03,PA,R,Yes,1/3/1957,67.4
85,house,H000036,Robert,,Hale,,1889-11-29,ME,R,Yes,1/3/1957,67.1
85,house,R000108,Brazilla,Carroll,Reece,,1889-12-22,TN,R,Yes,1/3/1957,67
85,house,C000645,William,Meyers,Colmer,,1890-02-11,MS,D,Yes,1/3/1957,66.9
85,house,C000993,Paul,Harvey,Cunningham,,1890-06-15,IA,R,Yes,1/3/1957,66.6
85,house,B001024,Charles,Anthony,Buckley,,1890-06-23,NY,D,Yes,1/3/1957,66.5
85,house,F000353,James,Beriah,Frazier,Jr.,1890-06-23,TN,D,Yes,1/3/1957,66.5
85,house,D000368,Henry,Aldous,Dixon,,1890-06-29,UT,R,Yes,1/3/1957,66.5
85,house,R000329,Edward,John,Robeson,Jr.,1890-08-09,VA,D,Yes,1/3/1957,66.4
85,house,K000332,Otto,,Krueger,,1890-09-07,ND,R,Yes,1/3/1957,66.3
85,house,A000239,August,Herman,Andresen,,1890-10-11,MN,R,Yes,1/3/1957,66.2
85,house,M001077,Walter,Mann,Mumma,,1890-11-20,PA,R,Yes,1/3/1957,66.1
85,house,M000727,George,Paul,Miller,,1891-01-15,CA,D,Yes,1/3/1957,66
85,house,W000450,Richard,Bowditch,Wigglesworth,,1891-04-25,MA,R,Yes,1/3/1957,65.7
85,house,B000621,Herbert,Covington,Bonner,,1891-05-16,NC,D,Yes,1/3/1957,65.6
85,house,M000021,Russell,Vernon,Mack,,1891-06-13,WA,R,Yes,1/3/1957,65.6
85,house,M000364,John,William,McCormack,,1891-12-21,MA,D,Yes,1/3/1957,65
85,house,T000028,Henry,Oscar,Talle,,1892-01-12,IA,R,Yes,1/3/1957,65
85,house,M000039,Ray,John,Madden,,1892-02-25,IN,D,Yes,1/3/1957,64.9
85,house,G000091,Julian,Vaughan,Gary,,1892-02-25,VA,D,Yes,1/3/1957,64.9
85,house,E000029,Herman,Peter,Eberharter,,1892-04-29,PA,D,Yes,1/3/1957,64.7
85,house,M000715,Arthur,Lewis,Miller,,1892-05-24,NE,R,Yes,1/3/1957,64.6
85,house,D000571,Carl,Thomas,Durham,,1892-08-28,NC,D,Yes,1/3/1957,64.3
85,house,C000389,Marguerite,Stitt,Church,,1892-09-13,IL,R,Yes,1/3/1957,64.3
85,house,S000585,Lawrence,Henry,Smith,,1892-09-15,WI,R,Yes,1/3/1957,64.3
85,house,L000446,Joseph,Carlton,Loser,,1892-10-01,TN,D,No,1/3/1957,64.3
85,house,W000663,Gardner,Robert,Withrow,,1892-10-05,WI,R,Yes,1/3/1957,64.2
85,house,S000640,Wint,,Smith,,1892-10-07,KS,R,Yes,1/3/1957,64.2
85,house,J000100,Benton,Franklin,Jensen,,1892-12-16,IA,R,Yes,1/3/1957,64
85,house,G000102,Leon,Harry,Gavin,,1893-02-25,PA,R,Yes,1/3/1957,63.9
85,house,Y000060,Jesse,Arthur,Younger,,1893-04-11,CA,R,Yes,1/3/1957,63.7
85,house,K000170,Clarence,Evans,Kilburn,,1893-04-13,NY,R,Yes,1/3/1957,63.7
85,house,B001165,Alvin,Ray,Bush,,1893-06-04,PA,R,Yes,1/3/1957,63.6
85,house,B000909,Clarence,J.,Brown,,1893-07-14,OH,R,Yes,1/3/1957,63.5
85,house,C000755,Jere,,Cooper,,1893-07-20,TN,D,Yes,1/3/1957,63.5
85,house,P000103,John,William Wright,Patman,,1893-08-06,TX,D,Yes,1/3/1957,63.4
85,house,C001011,Laurence,,Curtis,,1893-09-03,MA,R,Yes,1/3/1957,63.3
85,house,K000029,Robert,Winthrop,Kean,,1893-09-28,NJ,R,Yes,1/3/1957,63.3
85,house,G000316,Thomas,Sylvy,Gordon,,1893-12-17,IL,D,Yes,1/3/1957,63
85,house,H000717,Elmer,Joseph,Holland,,1894-01-08,PA,D,Yes,1/3/1957,63
85,house,T000373,James,William,Trimble,,1894-02-03,AR,D,Yes,1/3/1957,62.9
85,house,W000108,Francis,Eugene,Walter,,1894-05-26,PA,D,Yes,1/3/1957,62.6
85,house,S000764,Katharine,Price Collier,St. George,,1894-07-12,NY,R,Yes,1/3/1957,62.5
85,house,M001114,Thomas,Jefferson,Murray,,1894-08-01,TN,D,Yes,1/3/1957,62.4
85,house,S000437,Sidney,Elmer,Simpson,,1894-09-20,IL,R,Yes,1/3/1957,62.3
85,house,H000182,Cecil,Murray,Harden,,1894-11-21,IN,R,Yes,1/3/1957,62.1
85,house,G000368,Kathryn,Elizabeth,Granahan,,1894-12-07,PA,D,Yes,1/3/1957,62.1
85,house,M000414,Gordon,Leo,McDonough,,1895-01-02,CA,R,Yes,1/3/1957,62
85,house,O000056,Joseph,Patrick,O'Hara,,1895-01-23,MN,R,Yes,1/3/1957,61.9
85,house,M000724,Edward,Tylor,Miller,,1895-02-01,MD,R,Yes,1/3/1957,61.9
85,house,R000260,John,Jacob,Riley,,1895-02-01,SC,D,Yes,1/3/1957,61.9
85,house,H000678,Charles,Bernard,Hoeven,,1895-03-30,IA,R,Yes,1/3/1957,61.8
85,house,D000109,James,Curran,Davis,,1895-05-17,GA,D,Yes,1/3/1957,61.6
85,house,F000255,Aime,Joseph,Forand,,1895-05-23,RI,D,Yes,1/3/1957,61.6
85,house,K000040,Maude,Elizabeth,Kee,,1895-06-07,WV,D,Yes,1/3/1957,61.6
85,house,S000390,George,Adams,Shuford,,1895-09-05,NC,D,Yes,1/3/1957,61.3
85,house,A000216,Leslie,Cornelius,Arends,,1895-09-27,IL,R,Yes,1/3/1957,61.3
85,house,K000273,John,Carl,Kluczynski,,1896-02-15,IL,D,Yes,1/3/1957,60.9
85,house,A000225,Wayne,Norviel,Aspinall,,1896-04-03,CO,D,Yes,1/3/1957,60.8
85,house,V000119,John,Martin,Vorys,,1896-06-16,OH,R,Yes,1/3/1957,60.5
85,house,O000121,Harold,Charles,Ostertag,,1896-06-22,NY,R,Yes,1/3/1957,60.5
85,house,T000198,Clark,Wallace,Thompson,,1896-08-06,TX,D,Yes,1/3/1957,60.4
85,house,B000178,William,Aloysius,Barrett,,1896-08-14,PA,D,Yes,1/3/1957,60.4
85,house,F000283,Elijah,Lewis,Forrester,,1896-08-16,GA,D,Yes,1/3/1957,60.4
85,house,N000137,William,Frank,Norrell,,1896-08-29,AR,D,Yes,1/3/1957,60.3
85,house,B000139,Graham,Arthur,Barden,,1896-09-25,NC,D,Yes,1/3/1957,60.3
85,house,T000395,William,Munford,Tuck,,1896-09-28,VA,D,Yes,1/3/1957,60.3
85,house,M000460,J.,Harry,McGregor,,1896-09-30,OH,R,Yes,1/3/1957,60.3
85,house,P000408,James,Gould,Polk,,1896-10-06,OH,D,Yes,1/3/1957,60.2
85,house,D000260,Winfield,Kirkpatrick,Denton,,1896-10-28,IN,D,Yes,1/3/1957,60.2
85,house,B000276,John,Valentine,Beamer,,1896-11-17,IN,R,Yes,1/3/1957,60.1
85,house,B001211,Emmet,Francis,Byrne,,1896-12-06,IL,R,No,1/3/1957,60.1
85,house,C000162,Albert,Sidney Johnson,Carnahan,,1897-01-09,MO,D,Yes,1/3/1957,60
85,house,H000275,Robert,Dinsmore,Harrison,,1897-01-26,NE,R,Yes,1/3/1957,59.9
85,house,A000179,Herman,Carl,Andersen,,1897-01-27,MN,R,Yes,1/3/1957,59.9
85,house,C000905,Albert,William,Cretella,,1897-04-22,CT,R,Yes,1/3/1957,59.7
85,house,G000381,George,McInvale,Grant,,1897-07-11,AL,D,Yes,1/3/1957,59.5
85,house,C000736,Harold,Dunbar,Cooley,,1897-07-26,NC,D,Yes,1/3/1957,59.4
85,house,C000346,John,Edgar,Chenoweth,,1897-08-17,CO,R,Yes,1/3/1957,59.4
85,house,G000447,Noble,Jones,Gregory,,1897-08-30,KY,D,Yes,1/3/1957,59.3
85,house,D000094,Clifford,,Davis,,1897-11-18,TN,D,Yes,1/3/1957,59.1
85,house,B000884,Overton,,Brooks,,1897-12-21,LA,D,Yes,1/3/1957,59
85,house,K000042,Russell,Watson,Keeney,,1897-12-29,IL,R,No,1/3/1957,59
85,house,K000196,Cecil,Rhodes,King,,1898-01-13,CA,D,Yes,1/3/1957,59
85,house,H000550,William,Emil,Hess,,1898-02-13,OH,R,Yes,1/3/1957,58.9
85,house,R000187,George,Milton,Rhodes,,1898-02-24,PA,D,Yes,1/3/1957,58.9
85,house,S000194,Errett,Power,Scrivner,,1898-03-20,KS,R,Yes,1/3/1957,58.8
85,house,M000568,John,Lanneau,McMillan,,1898-04-12,SC,D,Yes,1/3/1957,58.7
85,house,T000156,Albert,,Thomas,,1898-04-12,TX,D,Yes,1/3/1957,58.7
85,house,C000113,Gordon,,Canfield,,1898-04-15,NJ,R,Yes,1/3/1957,58.7
85,house,F000384,Samuel,Nathaniel,Friedel,,1898-04-18,MD,D,Yes,1/3/1957,58.7
85,house,C000804,Frederic,Ren̩,Coudert,Jr.,1898-05-07,NY,R,Yes,1/3/1957,58.7
85,house,D000004,Paul,Bartram,Dague,,1898-05-19,PA,R,Yes,1/3/1957,58.6
85,house,P000303,Philip,Joseph,Philbin,,1898-05-29,MA,D,Yes,1/3/1957,58.6
85,house,L000065,Thomas,Joseph,Lane,,1898-07-06,MA,D,Yes,1/3/1957,58.5
85,house,H000405,Lawrence,Brooks,Hays,,1898-08-09,AR,D,Yes,1/3/1957,58.4
85,house,N000113,Robert,Nelson Cornelius,Nix,Sr.,1898-08-09,PA,D,No,1/3/1957,58.4
85,house,P000349,John,Leonard,Pilcher,,1898-08-27,GA,D,Yes,1/3/1957,58.4
85,house,J000278,Walter,Henry,Judd,,1898-09-25,MN,R,Yes,1/3/1957,58.3
85,house,A000138,Leo,Elwood,Allen,,1898-10-05,IL,R,Yes,1/3/1957,58.2
85,house,H000786,Walter,Franklin,Horan,,1898-10-15,WA,R,Yes,1/3/1957,58.2
85,house,V000069,James,Edward,Van Zandt,,1898-12-18,PA,R,Yes,1/3/1957,58
85,house,H000041,James,Andrew,Haley,,1899-01-04,FL,D,Yes,1/3/1957,58
85,house,K000298,Victor,Alfred,Knox,,1899-01-13,MI,R,Yes,1/3/1957,58
85,house,M000991,Toby,,Morris,,1899-02-28,OK,D,No,1/3/1957,57.8
85,house,U000034,James,Boyd,Utt,,1899-03-11,CA,R,Yes,1/3/1957,57.8
85,house,S000117,Paul,Fornshell,Schenck,,1899-04-19,OH,R,Yes,1/3/1957,57.7
85,house,B000323,Page,Henry,Belcher,,1899-04-21,OK,R,Yes,1/3/1957,57.7
85,house,G000495,Harold,Royce,Gross,,1899-06-30,IA,R,Yes,1/3/1957,57.5
85,house,M000014,Thaddeus,Michael,Machrowicz,,1899-08-21,MI,D,Yes,1/3/1957,57.4
85,house,R000250,Roy,Walter,Riehlman,,1899-08-26,NY,R,Yes,1/3/1957,57.4
85,house,B000292,Frank,John,Becker,,1899-08-27,NY,R,Yes,1/3/1957,57.4
85,house,S000075,Dalip,Singh,Saund,,1899-09-20,CA,D,No,1/3/1957,57.3
85,house,W000323,James,Ernest,Wharton,,1899-10-04,NY,R,Yes,1/3/1957,57.2
85,house,C000365,Robert,Bruce,Chiperfield,,1899-11-20,IL,R,Yes,1/3/1957,57.1
85,house,A000133,John,Joseph,Allen,Jr.,1899-11-27,CA,R,Yes,1/3/1957,57.1
85,house,P000398,William,Robert,Poage,,1899-12-28,TX,D,Yes,1/3/1957,57
85,house,G000129,Myron,Virgil,George,,1/6/1900,KS,R,Yes,1/3/1957,57
85,house,H000549,John,Walter,Heselton,,3/17/1900,MA,R,Yes,1/3/1957,56.8
85,house,K000171,Paul,Joseph,Kilday,,3/29/1900,TX,D,Yes,1/3/1957,56.8
85,house,K000032,Carroll,Dudley,Kearns,,5/7/1900,PA,R,Yes,1/3/1957,56.7
85,house,K000036,Kenneth,Barnard,Keating,,5/18/1900,NY,R,Yes,1/3/1957,56.6
85,house,S000408,Eugene,,Siler,,6/26/1900,KY,R,Yes,1/3/1957,56.5
85,house,P000098,Otto,Ernest,Passman,,6/27/1900,LA,D,Yes,1/3/1957,56.5
85,house,R000389,Byron,Giles,Rogers,,8/1/1900,CO,D,Yes,1/3/1957,56.4
85,house,H000081,Charles,Abraham,Halleck,,8/22/1900,IN,R,Yes,1/3/1957,56.4
85,house,S000436,Richard,Murray,Simpson,,8/30/1900,PA,R,Yes,1/3/1957,56.3
85,house,O000015,Leo,William,O'Brien,,9/21/1900,NY,D,Yes,1/3/1957,56.3
85,house,M000065,George,Herman,Mahon,,9/22/1900,TX,D,Yes,1/3/1957,56.3
85,house,D000338,Martin,,Dies,Jr.,11/5/1900,TX,D,Yes,1/3/1957,56.2
85,house,S000174,Hugh,Doggett,Scott,Jr.,11/11/1900,PA,R,Yes,1/3/1957,56.1
85,house,M001074,Abraham,Jacob,Multer,,12/24/1900,NY,D,Yes,1/3/1957,56
85,house,L000299,Roland,Victor,Libonati,,12/29/1900,IL,D,No,1/3/1957,56
85,house,B000676,Frank,Townsend,Bow,,2/20/1901,OH,R,Yes,1/3/1957,55.9
85,house,C000182,Joseph,Leonard,Carrigg,,2/23/1901,PA,R,Yes,1/3/1957,55.9
85,house,J000246,Paul,Caruthers,Jones,,3/12/1901,MO,D,Yes,1/3/1957,55.8
85,house,D000211,James,Joseph,Delaney,,3/19/1901,NY,D,Yes,1/3/1957,55.8
85,house,M000354,Samuel,Kerns,McConnell,Jr.,4/6/1901,PA,R,Yes,1/3/1957,55.7
85,house,T000298,Thor,Carl,Tollefson,,5/2/1901,WA,R,Yes,1/3/1957,55.7
85,house,J000158,Lester,Roland,Johnson,,6/16/1901,WI,D,Yes,1/3/1957,55.6
85,house,D000419,Harold,Daniel,Donohue,,6/18/1901,MA,D,Yes,1/3/1957,55.5
85,house,H000310,Ralph,,Harvey,,8/9/1901,IN,R,Yes,1/3/1957,55.4
85,house,B000791,James,Floyd,Breeding,,9/28/1901,KS,D,No,1/3/1957,55.3
85,house,H000437,Felix,Edward,H̩bert,,10/12/1901,LA,D,Yes,1/3/1957,55.2
85,house,M000393,William,Moore,McCulloch,,11/24/1901,OH,R,Yes,1/3/1957,55.1
85,house,T000070,Dean,Park,Taylor,,1/1/1902,NY,R,Yes,1/3/1957,55
85,house,B000062,Howard,Henry,Baker,,1/12/1902,TN,R,Yes,1/3/1957,55
85,house,H000740,Otis,Halbert,Holmes,,2/22/1902,WA,R,Yes,1/3/1957,54.9
85,house,R000018,Albert,McKinley,Rains,,3/11/1902,AL,D,Yes,1/3/1957,54.8
85,house,D000587,Florence,Price,Dwyer,,7/4/1902,NJ,R,No,1/3/1957,54.5
85,house,W000212,John,Clarence,Watts,,7/9/1902,KY,D,Yes,1/3/1957,54.5
85,house,F000012,George,Hyde,Fallon,,7/24/1902,MD,D,Yes,1/3/1957,54.4
85,house,S001057,Leonor,Kretzer,Sullivan,,8/21/1902,MO,D,Yes,1/3/1957,54.4
85,house,P000196,Thomas,Minor,Pelly,,8/22/1902,WA,R,Yes,1/3/1957,54.4
85,house,B000416,Ellis,Yarnal,Berry,,10/6/1902,SD,R,Yes,1/3/1957,54.2
85,house,F000015,Leonard,,Farbstein,,10/12/1902,NY,D,No,1/3/1957,54.2
85,house,G000071,Edward,Alexander,Garmatz,,2/7/1903,MD,D,Yes,1/3/1957,53.9
85,house,D000278,James,Patrick Sinnott,Devereux,,2/20/1903,MD,R,Yes,1/3/1957,53.9
85,house,F000422,James,Grove,Fulton,,3/1/1903,PA,R,Yes,1/3/1957,53.8
85,house,A000016,Thomas,Gerstle,Abernethy,,5/16/1903,MS,D,Yes,1/3/1957,53.6
85,house,H000197,Porter,,Hardy,Jr.,6/1/1903,VA,D,Yes,1/3/1957,53.6
85,house,B000778,William,Gilmer,Bray,,6/17/1903,IN,R,Yes,1/3/1957,53.5
85,house,G000237,Milton,Willits,Glenn,,6/18/1903,NJ,R,No,1/3/1957,53.5
85,house,D000155,William,Adams,Dawson,,11/5/1903,UT,R,Yes,1/3/1957,53.2
85,house,G000098,Ezekiel,Candler,Gathings,,11/10/1903,AR,D,Yes,1/3/1957,53.1
85,house,D000402,Isidore,,Dollinger,,11/13/1903,NY,D,Yes,1/3/1957,53.1
85,house,F000152,Ovie,Clark,Fisher,,11/22/1903,TX,D,Yes,1/3/1957,53.1
85,house,F000209,Daniel,John,Flood,,11/26/1903,PA,D,Yes,1/3/1957,53.1
85,house,R000424,John,James,Rooney,,11/29/1903,NY,D,Yes,1/3/1957,53.1
85,house,H000713,Chester,Earl,Holifield,,12/3/1903,CA,D,Yes,1/3/1957,53.1
85,house,H000249,Oren,,Harris,,12/20/1903,AR,D,Yes,1/3/1957,53
85,house,W000641,William,Arthur,Winstead,,1/6/1904,MS,D,Yes,1/3/1957,53
85,house,B000377,John,Bonifas,Bennett,,1/10/1904,MI,R,Yes,1/3/1957,53
85,house,A000223,Robert,Thomas,Ashmore,,2/22/1904,SC,D,Yes,1/3/1957,52.9
85,house,S000829,Thomas,Jefferson,Steed,,3/2/1904,OK,D,Yes,1/3/1957,52.8
85,house,C000617,William,Sterling,Cole,,4/18/1904,NY,R,Yes,1/3/1957,52.7
85,house,B000201,Edward,Lewis,Bartlett,,4/20/1904,AK,D,Yes,1/3/1957,52.7
85,house,B000426,Jackson,Edward,Betts,,5/26/1904,OH,R,Yes,1/3/1957,52.6
85,house,O000058,Alvin,Edward,O'Konski,,5/26/1904,WI,R,Yes,1/3/1957,52.6
85,house,H000264,Burr,Powell,Harrison,,7/2/1904,VA,D,Yes,1/3/1957,52.5
85,house,P000352,John,Raymond,Pillion,,8/10/1904,NY,R,Yes,1/3/1957,52.4
85,house,R000359,John,Marshall,Robsion,Jr.,8/28/1904,KY,R,Yes,1/3/1957,52.4
85,house,M001045,Morgan,Moore,Moulder,,8/31/1904,MO,D,Yes,1/3/1957,52.3
85,house,W000559,Edwin,Edward,Willis,,10/2/1904,LA,D,Yes,1/3/1957,52.3
85,house,J000206,Charles,Raper,Jonas,,12/9/1904,NC,R,Yes,1/3/1957,52.1
85,house,W000310,Alfred,John,Westland,,12/14/1904,WA,R,Yes,1/3/1957,52.1
85,house,P000522,Charles,Melvin,Price,,1/1/1905,IL,D,Yes,1/3/1957,52
85,house,F000060,Michael,Aloysius,Feighan,,2/16/1905,OH,D,Yes,1/3/1957,51.9
85,house,A000255,Victor,L'Episcopo,Anfuso,,3/10/1905,NY,D,Yes,1/3/1957,51.8
85,house,V000051,William,Kaiser,Van Pelt,,3/10/1905,WI,R,Yes,1/3/1957,51.8
85,house,D000425,Edwin,Benedict,Dooley,,4/13/1905,NY,R,No,1/3/1957,51.7
85,house,L000018,John,Armand,Lafore,Jr.,5/25/1905,PA,R,No,1/3/1957,51.6
85,house,J000109,August,Edgar,Johansen,,7/21/1905,MI,R,Yes,1/3/1957,51.5
85,house,C000772,Robert,James,Corbett,,8/25/1905,PA,R,Yes,1/3/1957,51.4
85,house,S000327,John,Francis,Shelley,,9/3/1905,CA,D,Yes,1/3/1957,51.3
85,house,R000280,Lucius,Mendel,Rivers,,9/28/1905,SC,D,Yes,1/3/1957,51.3
85,house,S000184,Ralph,James,Scott,,10/15/1905,NC,D,No,1/3/1957,51.2
85,house,C001005,Willard,Sevier,Curtin,,11/28/1905,PA,R,No,1/3/1957,51.1
85,house,A000200,LeRoy,Hagen,Anderson,,2/2/1906,MT,D,No,1/3/1957,50.9
85,house,P000287,Gracie,Bowers,Pfost,,3/12/1906,ID,D,Yes,1/3/1957,50.8
85,house,M000152,Fred,,Marshall,,3/13/1906,MN,D,Yes,1/3/1957,50.8
85,house,Z000003,Herbert,,Zelenko,,3/16/1906,NY,D,Yes,1/3/1957,50.8
85,house,W000445,William,Beck,Widnall,,3/17/1906,NJ,R,Yes,1/3/1957,50.8
85,house,B001111,Omar,Truman,Burleson,,3/19/1906,TX,D,Yes,1/3/1957,50.8
85,house,H000947,William,Raleigh,Hull,Jr.,4/17/1906,MO,D,Yes,1/3/1957,50.7
85,house,W000572,Earl,,Wilson,,4/18/1906,IN,R,Yes,1/3/1957,50.7
85,house,S000161,Frederick,Delbert,Schwengel,,5/28/1906,IA,R,Yes,1/3/1957,50.6
85,house,S000406,Robert,Lee Fulton,Sikes,,6/3/1906,FL,D,Yes,1/3/1957,50.6
85,house,B001212,James,Aloysius,Byrne,,6/22/1906,PA,D,Yes,1/3/1957,50.5
85,house,L000240,Alton,Asa,Lennon,,8/17/1906,NC,D,No,1/3/1957,50.4
85,house,K000070,Edna,Flannery,Kelly,,8/20/1906,NY,D,Yes,1/3/1957,50.4
85,house,P000552,Winston,Lewis,Prouty,,9/1/1906,VT,R,Yes,1/3/1957,50.3
85,house,M000958,Thomas,Ellsworth,Morgan,,10/13/1906,PA,D,Yes,1/3/1957,50.2
85,house,M000664,Chester,Earl,Merrow,,11/15/1906,NH,R,Yes,1/3/1957,50.1
85,house,A000206,George,William,Andrews,,12/12/1906,AL,D,Yes,1/3/1957,50.1
85,house,S000120,Gordon,Harry,Scherer,,12/26/1906,OH,R,Yes,1/3/1957,50
85,house,D000219,Vincent,John,Dellay,,6/23/1907,NJ,D,No,1/3/1957,49.5
85,house,S000778,Harley,Orrin,Staggers,,8/3/1907,WV,D,Yes,1/3/1957,49.4
85,house,B000727,Charles,Augustus,Boyle,,8/13/1907,IL,D,Yes,1/3/1957,49.4
85,house,K000130,Eugene,James,Keogh,,8/30/1907,NY,D,Yes,1/3/1957,49.3
85,house,L000054,Phillip,Mitchell,Landrum,,9/10/1907,GA,D,Yes,1/3/1957,49.3
85,house,M000620,George,,Meader,,9/13/1907,MI,R,Yes,1/3/1957,49.3
85,house,C000342,Frank,Leslie,Chelf,,9/22/1907,KY,D,Yes,1/3/1957,49.3
85,house,M000253,Donald,Ray,Matthews,,10/3/1907,FL,D,Yes,1/3/1957,49.3
85,house,C000386,Earl,,Chudoff,,11/15/1907,PA,D,Yes,1/3/1957,49.1
85,house,A000024,Edwin,Ross,Adair,,12/14/1907,IN,R,Yes,1/3/1957,49.1
85,house,R000426,James,,Roosevelt,,12/23/1907,CA,D,Yes,1/3/1957,49
85,house,O000120,Frank,Charles,Osmers,Jr.,12/30/1907,NJ,R,Yes,1/3/1957,49
85,house,M000935,Albert,Paul,Morano,,1/18/1908,CT,R,Yes,1/3/1957,49
85,house,D000255,John,Herman,Dent,,3/10/1908,PA,D,No,1/3/1957,48.8
85,house,M000478,Clifford,Guy,McIntire,,5/4/1908,ME,R,Yes,1/3/1957,48.7
85,house,A000073,Carl,Bert,Albert,,5/10/1908,OK,D,Yes,1/3/1957,48.7
